ndc_description,ndc,nadac_per_unit,effective_date,pricing_unit,pharmacy_type_indicator,otc,explanation_code,classification_for_rate_setting,corresponding_generic_drug_nadac_per_unit,corresponding_generic_drug_effective_date,as_of_date
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",51079081701,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",51079081720,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",55111052501,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",64380072006,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",67877027801,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",68084044901,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",68084044911,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",68462068501,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",70377001411,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",70748021901,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",72572076001,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",00378204601,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",00781210301,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",00904709761,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",16714009901,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",16729004201,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",51079081801,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",51079081820,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",55111052601,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",64380072106,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",67877027901,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",68084045001,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",68084045011,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",68462068601,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",70377001511,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",70748022001,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE)",72572076101,0.20469,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",00378204701,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",00781210401,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",00904662461,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",16714010001,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",16729004301,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",51079002801,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",51079002820,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",55111052701,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",64380072206,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",67877028001,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",68084045101,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",68084045111,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",68462068701,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",70377001611,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE)",70748022101,1.12919,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",00093301856,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",13668056730,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",16714007601,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",16729037110,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",16729037116,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",27241011303,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",27241011305,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",29300028813,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",31722064530,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",33342026707,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",35573041130,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",35573046230,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",43547005003,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",43598057430,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",47335001183,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",51293084164,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",62332017930,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",68180092106,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",68382089806,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",69097037502,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",69238134803,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 10 MG TABLET",75834024930,0.35323,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",00093301630,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",00093301665,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",13668056530,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",16714007401,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",16714007402,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",16729036910,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",16729036916,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",27241011103,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",27241011105,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",29300028613,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",31722064330,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",33342026507,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",35573040938,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",35573046038,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",35573046056,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",43547004703,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",43598057630,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",47335000964,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",51293083964,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",62332017715,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",62332017730,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",68180091906,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",68382089606,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",69097037302,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",69238134603,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 2.5 MG TABLET",75834024730,0.16039,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",13668058130,0.25751,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",27241012302,0.25751,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",31722064730,0.25751,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",33342027809,0.25751,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",43547099006,0.25751,10/04/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",43598057860,0.25751,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",65862088060,0.25751,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",69097052603,0.25751,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",00093301956,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",13668056830,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",16714007701,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",16729037210,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",16729037216,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",27241011403,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",27241011405,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",29300028913,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",31722064630,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",33342026807,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",35573041230,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",35573046330,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",43547005103,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",43598057330,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",43598057331,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",43598057379,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",47335001283,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",50268073911,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",50268073913,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",51293084264,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",62332018030,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",68180092206,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",68382089906,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",69097037602,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",69238134903,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 20 MG TABLET",75834025030,0.29468,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",00093301730,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",00093301756,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",00093301765,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",13668056630,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",16714007501,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",16729037010,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",16729037016,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",27241011203,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",27241011205,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",29300028705,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",29300028713,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",31722064430,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",33342026607,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",35573041030,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",35573046130,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",43547004903,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",43598057530,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",43598057531,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",43598057579,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",47335001083,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",50268073811,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",50268073813,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",51293084064,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",62332017815,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",62332017830,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",68180092006,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",68382089706,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",69097037402,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",69238134703,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TADALAFIL 5 MG TABLET",75834024830,0.15769,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAFLUPROST 0.0015% EYE DROP",00781618487,4.04473,09/20/2023,EA,C/I,N,"1, 5",G,,,10/04/2023
"TAFLUPROST 0.0015% EYE DROP",42571026473,4.04473,09/20/2023,EA,C/I,N,"1, 5",G,,,10/04/2023
"TAFLUPROST 0.0015% EYE DROP",66993042930,4.04473,09/20/2023,EA,C/I,N,"1, 5, 6",G,,,10/04/2023
"TALICIA DR 10-250-12.5 MG CAP",57841115001,4.36608,01/01/2023,EA,C/I,N,4,B,,,10/04/2023
"TALICIA DR 10-250-12.5 MG CAP",57841115002,4.36608,01/01/2023,EA,C/I,N,4,B,,,10/04/2023
"TAMIFLU 6 MG/ML SUSPENSION",00004082205,2.43944,01/18/2023,ML,C/I,N,"4, 5",B,0.17392,09/20/2023,10/04/2023
"TAMIFLU 75 MG CAPSULE",00004080085,14.63482,02/22/2023,EA,C/I,N,4,B,1.17495,09/20/2023,10/04/2023
"TAMOXIFEN 10 MG TABLET",00378014491,0.16421,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 10 MG TABLET",00591247218,0.16421,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 10 MG TABLET",00591247260,0.16421,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 10 MG TABLET",51862064210,0.16421,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 10 MG TABLET",51862064260,0.16421,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 10 MG TABLET",59651029960,0.16421,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 10 MG TABLET",63739014310,0.16421,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 20 MG TABLET",00378027493,0.33590,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 20 MG TABLET",00591247319,0.33590,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 20 MG TABLET",00591247330,0.33590,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 20 MG TABLET",51862064310,0.33590,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 20 MG TABLET",51862064330,0.33590,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMOXIFEN 20 MG TABLET",59651030030,0.33590,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",00228299611,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",00228299650,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",00781207601,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",00904640161,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",00904640180,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",00904640189,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",16714071301,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",16714071302,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",33342015911,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",33342015915,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",33342015944,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",50268074011,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",50268074015,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",57237001401,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",57237001405,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",62756016013,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",62756016081,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",62756016088,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",63739056710,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",64679051602,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",64679051603,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",65862059801,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",65862059805,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",67877045001,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",67877045005,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",67877045010,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",68084029901,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",68084029911,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",68382013201,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",68382013210,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",72603011501,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",72603011502,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAMSULOSIN HCL 0.4 MG CAPSULE",82009002510,0.05878,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TARINA 24 FE 1 MG-20 MCG TAB",50102022421,0.30728,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TARINA 24 FE 1 MG-20 MCG TAB",50102022423,0.30728,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TARINA FE 1-20 EQ TABLET",50102022821,0.16004,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TARINA FE 1-20 EQ TABLET",50102022823,0.16004,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TARINA FE 1-20 TABLET",50102012801,0.16004,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TARINA FE 1-20 TABLET",50102012803,0.16004,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TAVABOROLE 5% TOPICAL SOLUTION",00574015710,5.37340,02/22/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"TAVABOROLE 5% TOPICAL SOLUTION",21922002012,5.37340,02/22/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"TAVABOROLE 5% TOPICAL SOLUTION",51862069010,5.37340,02/22/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"TAVABOROLE 5% TOPICAL SOLUTION",62332046710,5.37340,02/22/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"TAVABOROLE 5% TOPICAL SOLUTION",68180095802,5.37340,02/22/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"TAVABOROLE 5% TOPICAL SOLUTION",69097068637,5.37340,02/22/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"TAVABOROLE 5% TOPICAL SOLUTION",69238165706,5.37340,02/22/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
